timestamp,datetime,gpu_0_power,gpu_0_utilization,gpu_0_temperature,gpu_0_memory_used,gpu_0_memory_total,gpu_0_graphics_clock,gpu_0_memory_clock,gpu_1_power,gpu_1_utilization,gpu_1_temperature,gpu_1_memory_used,gpu_1_memory_total,gpu_1_graphics_clock,gpu_1_memory_clock,gpu_2_power,gpu_2_utilization,gpu_2_temperature,gpu_2_memory_used,gpu_2_memory_total,gpu_2_graphics_clock,gpu_2_memory_clock,gpu_3_power,gpu_3_utilization,gpu_3_temperature,gpu_3_memory_used,gpu_3_memory_total,gpu_3_graphics_clock,gpu_3_memory_clock,cpu_power,cpu_energy,cpu_temperature,cpu_socket0_temperature,cpu_socket0_pkg_watt,cpu_socket1_temperature,cpu_socket1_pkg_watt
1760929923.9025002,2025-10-20 11:12:03.902,79.55,100,45,10278,16376,2775,11251,31.94,0,42,4,16376,210,11501,21.34,0,34,4,16376,210,405,42.8,0,37,4,16376,210,11501,161.05846772210487,16.62,39.45,41.1,0.0,37.8,0.0
1760929924.3368514,2025-10-20 11:12:04.336,79.5,100,45,10278,16376,2775,11251,31.94,0,42,4,16376,210,11501,21.32,0,34,4,16376,210,405,42.89,0,37,4,16376,210,11501,160.17808234625286,16.52,39.45,41.1,77.62,37.8,62.59
1760929924.7655163,2025-10-20 11:12:04.765,79.5,100,45,10278,16376,2775,11251,31.98,0,42,4,16376,210,11501,21.32,0,34,4,16376,210,405,42.89,0,37,4,16376,210,11501,160.6872816306464,16.63,39.55,41.1,77.62,38.0,62.59
1760929925.246685,2025-10-20 11:12:05.246,79.49,100,45,10398,16376,2775,11251,31.98,0,42,4,16376,210,11501,21.31,0,34,4,16376,210,405,42.89,0,37,4,16376,210,11501,138.48256982586338,14.38,39.5,41.1,77.48,37.9,121.08
1760929925.6552649,2025-10-20 11:12:05.655,89.02,100,47,10598,16376,2775,11251,31.97,0,42,4,16376,210,11501,21.31,0,34,4,16376,210,405,42.88,0,37,4,16376,210,11501,143.5162760319328,14.84,39.25,40.9,72.02,37.6,71.49
1760929925.9984713,2025-10-20 11:12:05.998,80.92,0,44,10598,16376,2775,11251,31.97,0,42,4,16376,210,11501,21.31,0,34,4,16376,210,405,42.88,0,37,4,16376,210,11501,136.78279810988113,14.09,39.0,40.6,72.02,37.4,71.49
1760929926.343469,2025-10-20 11:12:06.343,71.33,0,44,10598,16376,2775,11251,31.97,0,42,4,16376,210,11501,21.33,0,34,4,16376,210,405,42.81,0,37,4,16376,210,11501,141.71097378192445,14.58,38.45,40.0,70.73,36.9,70.57
1760929926.6834931,2025-10-20 11:12:06.683,71.33,0,44,10598,16376,2775,11251,32.04,0,42,4,16376,210,11501,21.33,0,34,4,16376,210,405,42.81,0,37,4,16376,210,11501,136.31993967949322,14.06,38.349999999999994,39.9,70.73,36.8,70.57
1760929927.0263517,2025-10-20 11:12:07.026,58.44,0,44,10598,16376,2775,11251,32.04,0,42,4,16376,210,11501,21.33,0,34,4,16376,210,405,42.81,0,37,4,16376,210,11501,155.6827597406556,16.05,38.099999999999994,39.8,65.37,36.4,68.71
1760929927.3695688,2025-10-20 11:12:07.369,59.9,0,44,11038,16376,2550,11251,32.04,0,42,4,16376,210,11501,21.33,0,34,4,16376,210,405,42.8,0,37,4,16376,210,11501,164.0008064502466,16.94,38.1,40.0,65.37,36.2,68.71
