timestamp,datetime,gpu_0_power,gpu_0_utilization,gpu_0_temperature,gpu_0_memory_used,gpu_0_memory_total,gpu_0_graphics_clock,gpu_0_memory_clock,gpu_1_power,gpu_1_utilization,gpu_1_temperature,gpu_1_memory_used,gpu_1_memory_total,gpu_1_graphics_clock,gpu_1_memory_clock,gpu_2_power,gpu_2_utilization,gpu_2_temperature,gpu_2_memory_used,gpu_2_memory_total,gpu_2_graphics_clock,gpu_2_memory_clock,gpu_3_power,gpu_3_utilization,gpu_3_temperature,gpu_3_memory_used,gpu_3_memory_total,gpu_3_graphics_clock,gpu_3_memory_clock,cpu_power,cpu_energy,cpu_temperature,cpu_socket0_temperature,cpu_socket0_pkg_watt,cpu_socket1_temperature,cpu_socket1_pkg_watt
1760774528.0999484,2025-10-18 16:02:08.099,77.77,100,43,13304,16376,2790,11251,13.03,0,37,4,16376,210,405,21.32,0,34,4,16376,210,405,16.07,0,32,4,16376,210,405,161.58085278934178,16.91,40.5,41.6,0.0,39.4,0.0
1760774528.6484282,2025-10-18 16:02:08.648,78.37,99,43,13304,16376,2790,11251,12.98,0,36,4,16376,210,405,21.32,0,34,4,16376,210,405,16.07,0,32,4,16376,210,405,161.5156198424629,16.63,40.55,41.6,77.42,39.5,78.39
1760774529.198936,2025-10-18 16:02:09.198,78.04,99,43,13304,16376,2790,11251,12.98,0,36,4,16376,210,405,21.32,0,34,4,16376,210,405,16.02,0,32,4,16376,210,405,164.7575949401112,17.01,40.6,41.6,80.88,39.6,55.2
1760774529.6269076,2025-10-18 16:02:09.626,78.0,100,43,13304,16376,2790,11251,13.0,0,36,4,16376,210,405,21.34,0,34,4,16376,210,405,16.02,0,32,4,16376,210,405,160.80863616892594,16.66,40.7,41.6,76.31,39.8,78.61
1760774530.1850448,2025-10-18 16:02:10.185,78.04,100,43,13304,16376,2790,11251,13.0,0,36,4,16376,210,405,21.34,0,34,4,16376,210,405,16.05,0,32,4,16376,210,405,165.29669797499233,17.05,40.8,41.6,76.31,40.0,78.61
1760774530.6131794,2025-10-18 16:02:10.613,77.96,100,43,13304,16376,2790,11251,13.05,0,37,4,16376,210,405,21.34,0,34,4,16376,210,405,16.05,0,32,4,16376,210,405,163.21627462117502,16.95,40.85,41.6,86.7,40.1,77.84
1760774530.991724,2025-10-18 16:02:10.991,78.03,100,43,13304,16376,2790,11251,13.05,0,37,4,16376,210,405,21.34,0,34,4,16376,210,405,16.05,0,32,4,16376,210,405,166.39775237484034,17.15,40.8,41.6,86.7,40.0,77.84
1760774531.4504466,2025-10-18 16:02:11.450,77.65,100,43,13304,16376,2790,11251,13.07,0,36,4,16376,210,405,21.3,0,34,4,16376,210,405,16.13,0,32,4,16376,210,405,160.63065877551966,16.62,40.85,41.6,84.72,40.1,92.17
1760774531.8349578,2025-10-18 16:02:11.834,83.33,100,43,13304,16376,2790,11251,13.07,0,36,4,16376,210,405,21.3,0,34,4,16376,210,405,16.13,0,32,4,16376,210,405,161.058020248393,16.58,40.900000000000006,41.6,63.77,40.2,59.9
1760774532.232285,2025-10-18 16:02:12.232,78.19,100,43,13304,16376,2790,11251,13.07,0,36,4,16376,210,405,21.3,0,34,4,16376,210,405,16.09,0,32,4,16376,210,405,162.5898806270141,16.76,40.900000000000006,41.6,63.77,40.2,59.9
