timestamp,datetime,gpu_0_power,gpu_0_utilization,gpu_0_temperature,gpu_0_memory_used,gpu_0_memory_total,gpu_0_graphics_clock,gpu_0_memory_clock,gpu_1_power,gpu_1_utilization,gpu_1_temperature,gpu_1_memory_used,gpu_1_memory_total,gpu_1_graphics_clock,gpu_1_memory_clock,gpu_2_power,gpu_2_utilization,gpu_2_temperature,gpu_2_memory_used,gpu_2_memory_total,gpu_2_graphics_clock,gpu_2_memory_clock,gpu_3_power,gpu_3_utilization,gpu_3_temperature,gpu_3_memory_used,gpu_3_memory_total,gpu_3_graphics_clock,gpu_3_memory_clock
1759808185.5386455,2025-10-07 11:36:25.538,57.0,0,45,14994,16376,0,0,53.24,17,43,13562,16376,0,0,64.64,19,44,14556,16376,0,0,54.47,5,39,13562,16376,0,0
1759808185.734999,2025-10-07 11:36:25.735,54.33,0,45,14994,16376,0,0,51.01,0,43,13562,16376,0,0,61.97,0,43,14556,16376,0,0,56.66,0,39,13562,16376,0,0
1759808185.926168,2025-10-07 11:36:25.926,56.94,20,45,14994,16376,0,0,51.01,0,44,13562,16376,0,0,61.98,0,44,14556,16376,0,0,54.23,0,39,13562,16376,0,0
1759808186.1369023,2025-10-07 11:36:26.136,54.31,0,45,14994,16376,0,0,52.06,0,43,13562,16376,0,0,64.65,0,44,14556,16376,0,0,54.22,0,39,13562,16376,0,0
1759808186.3494318,2025-10-07 11:36:26.349,55.55,13,45,14994,16376,0,0,51.07,0,43,13562,16376,0,0,61.97,0,43,14556,16376,0,0,54.21,0,39,13562,16376,0,0
1759808186.5608184,2025-10-07 11:36:26.560,54.18,0,45,14994,16376,0,0,53.39,0,43,13562,16376,0,0,64.64,0,44,14556,16376,0,0,56.33,0,39,13562,16376,0,0
1759808186.7673554,2025-10-07 11:36:26.767,54.23,0,46,14994,16376,0,0,51.44,6,43,13562,16376,0,0,61.99,0,44,14556,16376,0,0,54.13,0,39,13562,16376,0,0
1759808186.9852195,2025-10-07 11:36:26.985,56.76,0,45,14994,16376,0,0,53.35,0,43,13562,16376,0,0,64.63,0,44,14556,16376,0,0,56.52,0,39,13562,16376,0,0
1759808187.2016094,2025-10-07 11:36:27.201,54.24,0,45,14994,16376,0,0,51.05,0,43,13562,16376,0,0,61.97,0,43,14556,16376,0,0,54.08,0,39,13562,16376,0,0
1759808187.414972,2025-10-07 11:36:27.414,56.83,0,45,14994,16376,0,0,53.33,0,43,13562,16376,0,0,64.65,0,44,14556,16376,0,0,56.49,17,39,13562,16376,0,0
1759808187.619166,2025-10-07 11:36:27.619,54.25,0,45,14994,16376,0,0,51.03,0,43,13562,16376,0,0,61.99,0,44,14556,16376,0,0,54.05,0,39,13562,16376,0,0
1759808187.8238354,2025-10-07 11:36:27.823,56.92,0,45,14994,16376,0,0,53.29,0,43,13562,16376,0,0,64.64,19,44,14556,16376,0,0,56.44,17,39,13562,16376,0,0
1759808188.0299897,2025-10-07 11:36:28.029,54.32,0,45,14994,16376,0,0,51.05,0,43,13562,16376,0,0,61.99,0,44,14556,16376,0,0,54.04,0,39,13562,16376,0,0
1759808188.235356,2025-10-07 11:36:28.235,56.95,0,45,14994,16376,0,0,53.33,19,43,13562,16376,0,0,64.65,19,44,14556,16376,0,0,54.02,9,39,13562,16376,0,0
1759808188.438734,2025-10-07 11:36:28.438,54.41,0,45,14994,16376,0,0,51.04,0,43,13562,16376,0,0,61.99,0,44,14556,16376,0,0,54.04,0,39,13562,16376,0,0
1759808188.6430292,2025-10-07 11:36:28.643,57.0,18,45,14994,16376,0,0,51.02,0,44,13562,16376,0,0,61.99,0,44,14556,16376,0,0,56.49,0,39,13562,16376,0,0
1759808188.852286,2025-10-07 11:36:28.852,54.38,0,45,14994,16376,0,0,51.32,0,43,13562,16376,0,0,64.65,0,44,14556,16376,0,0,54.08,0,39,13562,16376,0,0
1759808189.0589433,2025-10-07 11:36:29.058,54.74,12,45,14994,16376,0,0,50.99,0,43,13562,16376,0,0,61.99,0,44,14556,16376,0,0,54.06,0,39,13562,16376,0,0
1759808189.2502313,2025-10-07 11:36:29.250,54.38,0,45,14994,16376,0,0,53.27,0,43,13562,16376,0,0,64.66,5,44,14556,16376,0,0,56.48,0,39,13562,16376,0,0
1759808189.462403,2025-10-07 11:36:29.462,54.33,0,45,14994,16376,0,0,50.99,0,43,13562,16376,0,0,61.99,0,44,14556,16376,0,0,54.09,0,39,13562,16376,0,0
1759808189.6638339,2025-10-07 11:36:29.663,56.94,0,45,14994,16376,0,0,53.34,14,43,13562,16376,0,0,64.65,0,44,14556,16376,0,0,56.56,0,39,13562,16376,0,0
1759808189.8845787,2025-10-07 11:36:29.884,54.35,0,45,14994,16376,0,0,51.07,0,43,13562,16376,0,0,61.97,0,44,14556,16376,0,0,54.15,0,39,13562,16376,0,0
1759808190.0880625,2025-10-07 11:36:30.088,56.99,18,45,14994,16376,0,0,53.37,0,44,13562,16376,0,0,64.64,19,44,14556,16376,0,0,56.61,19,39,13562,16376,0,0
1759808190.2952952,2025-10-07 11:36:30.295,54.43,0,45,14994,16376,0,0,51.11,0,43,13562,16376,0,0,61.97,0,44,14556,16376,0,0,54.21,0,39,13562,16376,0,0
1759808190.503885,2025-10-07 11:36:30.503,57.05,18,45,14994,16376,0,0,53.37,17,45,13562,16376,0,0,64.63,19,44,14556,16376,0,0,56.16,18,39,13562,16376,0,0
1759808190.7060435,2025-10-07 11:36:30.706,54.49,0,45,14994,16376,0,0,51.06,0,43,13562,16376,0,0,61.97,0,44,14556,16376,0,0,54.19,0,39,13562,16376,0,0
1759808190.913107,2025-10-07 11:36:30.913,54.46,6,46,14994,16376,0,0,53.33,17,43,13562,16376,0,0,62.59,7,44,14556,16376,0,0,54.17,0,41,13562,16376,0,0
1759808191.1060882,2025-10-07 11:36:31.106,57.01,0,45,14994,16376,0,0,51.05,0,43,13562,16376,0,0,64.68,0,44,14556,16376,0,0,56.62,0,39,13562,16376,0,0
1759808191.3107007,2025-10-07 11:36:31.310,54.37,0,45,14994,16376,0,0,51.05,0,44,13562,16376,0,0,62.01,0,44,14556,16376,0,0,54.17,0,39,13562,16376,0,0
1759808191.5363603,2025-10-07 11:36:31.536,54.26,0,45,14994,16376,0,0,53.34,0,43,13562,16376,0,0,64.69,0,44,14556,16376,0,0,56.6,0,39,13562,16376,0,0
1759808191.7380466,2025-10-07 11:36:31.738,54.15,2,45,14994,16376,0,0,51.08,0,43,13562,16376,0,0,62.01,0,44,14556,16376,0,0,54.17,0,39,13562,16376,0,0
1759808191.9367182,2025-10-07 11:36:31.936,56.82,0,45,14994,16376,0,0,53.39,0,43,13562,16376,0,0,64.67,9,44,14556,16376,0,0,56.6,19,39,13562,16376,0,0
1759808192.135976,2025-10-07 11:36:32.135,54.24,0,45,14994,16376,0,0,51.1,0,43,13562,16376,0,0,61.99,0,44,14556,16376,0,0,54.17,0,39,13562,16376,0,0
1759808192.331808,2025-10-07 11:36:32.331,56.87,0,45,14994,16376,0,0,53.38,17,43,13562,16376,0,0,64.63,19,44,14556,16376,0,0,56.6,19,39,13562,16376,0,0
1759808192.5316222,2025-10-07 11:36:32.531,54.27,0,45,14994,16376,0,0,51.09,0,43,13562,16376,0,0,61.95,0,44,14556,16376,0,0,54.33,0,39,13562,16376,0,0
1759808192.7265587,2025-10-07 11:36:32.726,57.0,11,46,14994,16376,0,0,53.36,17,44,13562,16376,0,0,63.37,13,44,14556,16376,0,0,54.24,0,41,13562,16376,0,0
1759808192.9262862,2025-10-07 11:36:32.926,54.36,0,45,14994,16376,0,0,51.08,0,43,13562,16376,0,0,63.64,0,44,14556,16376,0,0,56.69,0,39,13562,16376,0,0
1759808193.1247578,2025-10-07 11:36:33.124,57.01,20,45,14994,16376,0,0,51.08,0,45,13562,16376,0,0,61.94,0,44,14556,16376,0,0,54.9,0,39,13562,16376,0,0
1759808193.3492806,2025-10-07 11:36:33.349,54.44,0,45,14994,16376,0,0,53.38,0,43,13562,16376,0,0,64.58,0,44,14556,16376,0,0,54.19,0,39,13562,16376,0,0
1759808193.554508,2025-10-07 11:36:33.554,54.46,0,45,14994,16376,0,0,51.1,0,43,13562,16376,0,0,61.89,0,44,14556,16376,0,0,54.14,0,39,13562,16376,0,0
1759808193.7634096,2025-10-07 11:36:33.763,56.69,0,45,14994,16376,0,0,51.09,0,43,13562,16376,0,0,63.13,0,44,14556,16376,0,0,56.54,0,39,13562,16376,0,0
1759808193.9791844,2025-10-07 11:36:33.979,54.43,0,45,14994,16376,0,0,51.1,0,43,13562,16376,0,0,61.91,0,44,14556,16376,0,0,54.12,0,39,13562,16376,0,0
1759808194.1845143,2025-10-07 11:36:34.184,57.0,0,45,14994,16376,0,0,53.39,17,43,13562,16376,0,0,64.58,0,44,14556,16376,0,0,56.53,3,39,13562,16376,0,0
1759808194.3776073,2025-10-07 11:36:34.377,54.42,0,45,14994,16376,0,0,51.11,0,43,13562,16376,0,0,61.95,0,44,14556,16376,0,0,54.2,0,39,13562,16376,0,0
1759808194.5687923,2025-10-07 11:36:34.568,57.0,20,47,14994,16376,0,0,52.14,16,44,13562,16376,0,0,64.65,0,46,14556,16376,0,0,56.67,17,39,13562,16376,0,0
1759808194.759801,2025-10-07 11:36:34.759,54.37,0,45,14994,16376,0,0,51.1,0,43,13562,16376,0,0,62.01,0,44,14556,16376,0,0,54.26,0,39,13562,16376,0,0
1759808194.9716547,2025-10-07 11:36:34.971,56.93,20,45,14994,16376,0,0,51.09,0,45,13562,16376,0,0,64.68,19,44,14556,16376,0,0,54.28,9,39,13562,16376,0,0
1759808195.1803527,2025-10-07 11:36:35.180,54.38,0,45,14994,16376,0,0,51.08,0,43,13562,16376,0,0,62.02,0,44,14556,16376,0,0,55.09,0,39,13562,16376,0,0
1759808195.383363,2025-10-07 11:36:35.383,54.33,0,46,14994,16376,0,0,53.36,19,43,13562,16376,0,0,62.02,0,44,14556,16376,0,0,54.24,0,39,13562,16376,0,0
1759808195.5965283,2025-10-07 11:36:35.596,56.98,0,45,14994,16376,0,0,52.33,0,43,13562,16376,0,0,64.7,0,44,14556,16376,0,0,56.68,0,39,13562,16376,0,0
1759808195.8028734,2025-10-07 11:36:35.802,54.38,0,45,14994,16376,0,0,51.08,0,43,13562,16376,0,0,62.03,0,44,14556,16376,0,0,54.26,0,39,13562,16376,0,0
1759808196.0220716,2025-10-07 11:36:36.022,54.38,0,45,14994,16376,0,0,53.4,0,43,13562,16376,0,0,64.7,0,44,14556,16376,0,0,56.69,0,39,13562,16376,0,0
1759808196.2304063,2025-10-07 11:36:36.230,54.4,6,45,14994,16376,0,0,51.11,0,43,13562,16376,0,0,62.01,0,44,14556,16376,0,0,54.31,0,39,13562,16376,0,0
1759808196.451702,2025-10-07 11:36:36.451,57.02,0,45,14994,16376,0,0,53.41,0,43,13562,16376,0,0,64.67,11,44,14556,16376,0,0,56.76,0,39,13562,16376,0,0
1759808196.6408114,2025-10-07 11:36:36.640,54.43,0,45,14994,16376,0,0,51.12,0,43,13562,16376,0,0,62.0,0,44,14556,16376,0,0,54.33,0,39,13562,16376,0,0
1759808196.825259,2025-10-07 11:36:36.825,57.07,20,45,14994,16376,0,0,53.39,19,44,13562,16376,0,0,64.67,19,44,14556,16376,0,0,54.48,10,40,13562,16376,0,0
1759808197.0321448,2025-10-07 11:36:37.032,54.5,0,45,14994,16376,0,0,51.09,0,43,13562,16376,0,0,61.99,0,44,14556,16376,0,0,54.39,0,39,13562,16376,0,0
1759808197.2397037,2025-10-07 11:36:37.239,57.05,18,46,14994,16376,0,0,53.34,19,44,13562,16376,0,0,61.97,0,45,14556,16376,0,0,56.84,19,39,13562,16376,0,0
1759808197.439958,2025-10-07 11:36:37.439,54.42,0,45,14994,16376,0,0,51.03,0,43,13562,16376,0,0,63.97,0,44,14556,16376,0,0,56.87,0,39,13562,16376,0,0
1759808197.6398933,2025-10-07 11:36:37.639,57.02,18,45,14994,16376,0,0,51.02,0,45,13562,16376,0,0,61.97,0,44,14556,16376,0,0,56.81,19,39,13562,16376,0,0
1759808197.8480866,2025-10-07 11:36:37.848,54.39,0,45,14994,16376,0,0,53.31,0,43,13562,16376,0,0,64.63,0,44,14556,16376,0,0,56.8,0,39,13562,16376,0,0
1759808198.0283134,2025-10-07 11:36:38.028,54.66,11,45,14994,16376,0,0,50.99,0,43,13562,16376,0,0,61.96,0,44,14556,16376,0,0,54.28,0,39,13562,16376,0,0
1759808198.2446926,2025-10-07 11:36:38.244,56.89,0,45,14994,16376,0,0,53.27,0,43,13562,16376,0,0,64.61,6,44,14556,16376,0,0,56.66,0,39,13562,16376,0,0
1759808198.4548793,2025-10-07 11:36:38.454,54.28,0,45,14994,16376,0,0,50.99,0,43,13562,16376,0,0,61.96,0,44,14556,16376,0,0,54.19,0,39,13562,16376,0,0
1759808198.6522417,2025-10-07 11:36:38.652,56.87,0,45,14994,16376,0,0,53.24,7,44,13562,16376,0,0,64.63,19,44,14556,16376,0,0,56.65,0,39,13562,16376,0,0
1759808198.848041,2025-10-07 11:36:38.848,54.28,0,45,14994,16376,0,0,51.02,0,43,13562,16376,0,0,61.98,0,44,14556,16376,0,0,54.25,0,39,13562,16376,0,0
1759808199.0573947,2025-10-07 11:36:39.057,56.85,0,45,14994,16376,0,0,53.32,19,44,13562,16376,0,0,64.63,19,44,14556,16376,0,0,54.3,4,40,13562,16376,0,0
1759808199.235857,2025-10-07 11:36:39.235,54.26,0,45,14994,16376,0,0,51.07,0,43,13562,16376,0,0,63.19,0,44,14556,16376,0,0,56.82,0,39,13562,16376,0,0
1759808199.424427,2025-10-07 11:36:39.424,56.84,0,47,14994,16376,0,0,53.37,19,44,13562,16376,0,0,61.99,0,45,14556,16376,0,0,54.43,0,39,13562,16376,0,0
1759808199.6180859,2025-10-07 11:36:39.618,56.86,0,45,14994,16376,0,0,53.24,0,44,13562,16376,0,0,64.66,0,44,14556,16376,0,0,56.87,0,39,13562,16376,0,0
1759808199.8100684,2025-10-07 11:36:39.810,54.15,0,45,14994,16376,0,0,51.1,0,46,13562,16376,0,0,61.97,0,44,14556,16376,0,0,55.77,14,39,13562,16376,0,0
1759808200.0452769,2025-10-07 11:36:40.045,54.2,0,45,14994,16376,0,0,53.41,0,43,13562,16376,0,0,64.64,0,44,14556,16376,0,0,56.78,0,39,13562,16376,0,0
1759808200.2419386,2025-10-07 11:36:40.241,54.19,0,45,14994,16376,0,0,51.13,0,43,13562,16376,0,0,61.98,0,44,14556,16376,0,0,54.35,0,39,13562,16376,0,0
1759808200.432371,2025-10-07 11:36:40.432,56.79,20,45,14994,16376,0,0,53.4,0,44,13562,16376,0,0,64.64,19,44,14556,16376,0,0,56.79,17,39,13562,16376,0,0
1759808200.6093814,2025-10-07 11:36:40.609,54.19,0,45,14994,16376,0,0,51.14,0,43,13562,16376,0,0,61.97,0,44,14556,16376,0,0,54.38,0,39,13562,16376,0,0
1759808200.8032825,2025-10-07 11:36:40.803,56.75,20,45,14994,16376,0,0,53.4,19,43,13562,16376,0,0,64.62,19,44,14556,16376,0,0,54.39,1,40,13562,16376,0,0
1759808201.0127223,2025-10-07 11:36:41.012,54.12,0,45,14994,16376,0,0,51.09,0,43,13562,16376,0,0,61.97,0,44,14556,16376,0,0,55.48,0,39,13562,16376,0,0
1759808201.2247705,2025-10-07 11:36:41.224,56.7,18,46,14994,16376,0,0,51.39,6,44,13562,16376,0,0,61.96,0,46,14556,16376,0,0,54.42,0,39,13562,16376,0,0
1759808201.4327807,2025-10-07 11:36:41.432,54.15,0,45,14994,16376,0,0,51.08,0,43,13562,16376,0,0,64.63,0,44,14556,16376,0,0,56.83,0,39,13562,16376,0,0
1759808201.6350813,2025-10-07 11:36:41.635,54.81,14,45,14994,16376,0,0,51.07,0,43,13562,16376,0,0,61.97,0,44,14556,16376,0,0,54.35,0,39,13562,16376,0,0
1759808201.8558824,2025-10-07 11:36:41.855,54.2,0,45,14994,16376,0,0,53.35,0,43,13562,16376,0,0,64.63,3,44,14556,16376,0,0,56.74,0,39,13562,16376,0,0
1759808202.0432904,2025-10-07 11:36:42.043,54.22,0,45,14994,16376,0,0,51.07,0,43,13562,16376,0,0,61.97,0,44,14556,16376,0,0,54.23,0,39,13562,16376,0,0
1759808202.2432299,2025-10-07 11:36:42.243,56.81,0,45,14994,16376,0,0,53.35,14,44,13562,16376,0,0,64.65,19,44,14556,16376,0,0,56.64,0,39,13562,16376,0,0
1759808202.4510887,2025-10-07 11:36:42.451,54.24,0,45,14994,16376,0,0,51.1,0,43,13562,16376,0,0,62.02,0,44,14556,16376,0,0,54.17,0,39,13562,16376,0,0
1759808202.6526098,2025-10-07 11:36:42.652,56.81,18,46,14994,16376,0,0,53.37,19,44,13562,16376,0,0,62.03,0,45,14556,16376,0,0,56.6,19,39,13562,16376,0,0
1759808202.8501709,2025-10-07 11:36:42.850,54.24,0,45,14994,16376,0,0,51.09,0,43,13562,16376,0,0,62.93,0,44,14556,16376,0,0,56.62,0,39,13562,16376,0,0
1759808203.0373273,2025-10-07 11:36:43.037,56.82,18,45,14994,16376,0,0,51.07,0,45,13562,16376,0,0,62.08,0,44,14556,16376,0,0,55.36,12,39,13562,16376,0,0
1759808203.2497027,2025-10-07 11:36:43.249,54.22,0,45,14994,16376,0,0,53.36,0,43,13562,16376,0,0,64.76,0,44,14556,16376,0,0,54.22,0,39,13562,16376,0,0
1759808203.450491,2025-10-07 11:36:43.450,54.19,0,45,14994,16376,0,0,51.04,0,43,13562,16376,0,0,62.08,0,44,14556,16376,0,0,54.22,0,39,13562,16376,0,0
1759808203.6591043,2025-10-07 11:36:43.659,56.83,0,45,14994,16376,0,0,53.35,0,44,13562,16376,0,0,64.73,0,44,14556,16376,0,0,56.65,0,39,13562,16376,0,0
1759808203.8716366,2025-10-07 11:36:43.871,54.31,0,45,14994,16376,0,0,51.07,0,43,13562,16376,0,0,62.06,0,44,14556,16376,0,0,54.21,0,39,13562,16376,0,0
1759808204.073752,2025-10-07 11:36:44.073,56.94,0,45,14994,16376,0,0,53.36,19,44,13562,16376,0,0,64.72,0,44,14556,16376,0,0,56.69,0,40,13562,16376,0,0
1759808204.2669234,2025-10-07 11:36:44.266,54.38,0,45,14994,16376,0,0,51.09,0,43,13562,16376,0,0,62.03,0,44,14556,16376,0,0,54.3,0,39,13562,16376,0,0
1759808204.4695728,2025-10-07 11:36:44.469,56.96,18,45,14994,16376,0,0,53.36,19,44,13562,16376,0,0,64.67,13,45,14556,16376,0,0,56.78,19,41,13562,16376,0,0
1759808204.667251,2025-10-07 11:36:44.667,54.27,0,45,14994,16376,0,0,51.06,0,43,13562,16376,0,0,62.0,0,44,14556,16376,0,0,54.36,0,39,13562,16376,0,0
1759808204.8592854,2025-10-07 11:36:44.859,56.44,18,45,14994,16376,0,0,51.07,0,43,13562,16376,0,0,62.01,0,44,14556,16376,0,0,54.41,0,39,13562,16376,0,0
1759808205.0703297,2025-10-07 11:36:45.070,54.3,0,45,14994,16376,0,0,51.04,0,44,13562,16376,0,0,62.0,0,44,14556,16376,0,0,55.21,0,39,13562,16376,0,0
1759808205.2766597,2025-10-07 11:36:45.276,54.26,0,47,14994,16376,0,0,52.8,16,43,13562,16376,0,0,61.99,0,44,14556,16376,0,0,54.36,0,39,13562,16376,0,0
1759808205.500301,2025-10-07 11:36:45.500,56.84,0,45,14994,16376,0,0,51.02,0,44,13562,16376,0,0,64.2,0,44,14556,16376,0,0,56.74,0,39,13562,16376,0,0
1759808205.6949835,2025-10-07 11:36:45.694,54.28,0,45,14994,16376,0,0,51.01,0,43,13562,16376,0,0,62.0,0,44,14556,16376,0,0,54.31,0,39,13562,16376,0,0
1759808205.9083323,2025-10-07 11:36:45.908,56.82,0,45,14994,16376,0,0,53.25,0,44,13562,16376,0,0,64.66,0,44,14556,16376,0,0,56.75,8,39,13562,16376,0,0
1759808206.0921953,2025-10-07 11:36:46.092,54.27,0,45,14994,16376,0,0,50.97,0,43,13562,16376,0,0,61.97,0,44,14556,16376,0,0,54.34,0,39,13562,16376,0,0
1759808206.2900736,2025-10-07 11:36:46.290,56.83,18,45,14994,16376,0,0,53.24,0,44,13562,16376,0,0,64.64,19,45,14556,16376,0,0,56.79,19,39,13562,16376,0,0
1759808206.4886346,2025-10-07 11:36:46.488,54.25,0,45,14994,16376,0,0,50.94,0,44,13562,16376,0,0,61.98,0,44,14556,16376,0,0,54.4,0,39,13562,16376,0,0
1759808206.6944127,2025-10-07 11:36:46.694,55.29,16,46,14994,16376,0,0,53.21,17,43,13562,16376,0,0,64.2,19,44,14556,16376,0,0,54.4,0,41,13562,16376,0,0
1759808206.8924437,2025-10-07 11:36:46.892,54.27,0,45,14994,16376,0,0,50.93,0,44,13562,16376,0,0,61.99,0,44,14556,16376,0,0,56.69,0,39,13562,16376,0,0
1759808207.098171,2025-10-07 11:36:47.098,54.2,0,45,14994,16376,0,0,50.9,9,43,13562,16376,0,0,61.98,0,46,14556,16376,0,0,54.31,0,39,13562,16376,0,0
1759808207.3235924,2025-10-07 11:36:47.323,54.23,0,45,14994,16376,0,0,51.01,0,44,13562,16376,0,0,64.67,0,44,14556,16376,0,0,54.31,0,39,13562,16376,0,0
1759808207.5419757,2025-10-07 11:36:47.541,56.14,17,45,14994,16376,0,0,50.96,0,43,13562,16376,0,0,62.0,0,44,14556,16376,0,0,54.32,0,39,13562,16376,0,0
1759808207.7463949,2025-10-07 11:36:47.746,55.89,0,45,14994,16376,0,0,53.28,0,44,13562,16376,0,0,64.65,0,44,14556,16376,0,0,56.73,0,39,13562,16376,0,0
1759808207.947596,2025-10-07 11:36:47.947,54.4,0,46,14994,16376,0,0,51.03,0,44,13562,16376,0,0,61.99,0,44,14556,16376,0,0,54.31,0,39,13562,16376,0,0
1759808208.1648273,2025-10-07 11:36:48.164,57.03,0,45,14994,16376,0,0,53.33,0,44,13562,16376,0,0,64.68,0,44,14556,16376,0,0,56.79,0,39,13562,16376,0,0
1759808208.3753269,2025-10-07 11:36:48.375,54.4,0,45,14994,16376,0,0,51.04,0,44,13562,16376,0,0,62.02,0,44,14556,16376,0,0,54.37,0,39,13562,16376,0,0
1759808208.5710702,2025-10-07 11:36:48.571,57.01,0,45,14994,16376,0,0,53.32,0,44,13562,16376,0,0,64.69,0,44,14556,16376,0,0,56.81,17,40,13562,16376,0,0
1759808208.7745912,2025-10-07 11:36:48.774,54.49,0,45,14994,16376,0,0,51.03,0,44,13562,16376,0,0,62.04,0,44,14556,16376,0,0,54.42,0,39,13562,16376,0,0
1759808208.980371,2025-10-07 11:36:48.980,57.09,20,45,14994,16376,0,0,53.3,0,44,13562,16376,0,0,64.71,19,46,14556,16376,0,0,56.87,17,39,13562,16376,0,0
1759808209.1799974,2025-10-07 11:36:49.180,54.53,0,45,14994,16376,0,0,51.05,0,44,13562,16376,0,0,62.02,0,44,14556,16376,0,0,54.46,0,39,13562,16376,0,0
1759808209.3848698,2025-10-07 11:36:49.384,57.15,20,46,14994,16376,0,0,53.33,19,44,13562,16376,0,0,64.71,19,44,14556,16376,0,0,54.44,5,40,13562,16376,0,0
1759808209.586361,2025-10-07 11:36:49.586,54.56,0,45,14994,16376,0,0,51.03,0,44,13562,16376,0,0,62.05,0,44,14556,16376,0,0,56.86,0,39,13562,16376,0,0
1759808209.7924466,2025-10-07 11:36:49.792,54.55,0,47,14994,16376,0,0,52.64,17,44,13562,16376,0,0,62.06,0,44,14556,16376,0,0,54.44,0,39,13562,16376,0,0
1759808210.0033953,2025-10-07 11:36:50.003,54.63,0,45,14994,16376,0,0,52.25,0,44,13562,16376,0,0,64.76,0,44,14556,16376,0,0,56.84,0,39,13562,16376,0,0
1759808210.2156234,2025-10-07 11:36:50.215,57.19,18,45,14994,16376,0,0,51.01,0,46,13562,16376,0,0,62.11,0,44,14556,16376,0,0,55.1,8,39,13562,16376,0,0
1759808210.4444659,2025-10-07 11:36:50.444,54.59,0,45,14994,16376,0,0,53.29,0,44,13562,16376,0,0,64.79,0,44,14556,16376,0,0,56.8,0,39,13562,16376,0,0
1759808210.646771,2025-10-07 11:36:50.646,54.52,0,45,14994,16376,0,0,51.02,0,44,13562,16376,0,0,62.11,0,44,14556,16376,0,0,54.38,0,39,13562,16376,0,0
1759808210.8580413,2025-10-07 11:36:50.858,57.1,0,45,14994,16376,0,0,53.34,0,44,13562,16376,0,0,64.79,0,44,14556,16376,0,0,56.82,0,39,13562,16376,0,0
1759808211.0655015,2025-10-07 11:36:51.065,54.47,0,45,14994,16376,0,0,51.06,0,44,13562,16376,0,0,62.1,0,44,14556,16376,0,0,54.41,0,39,13562,16376,0,0
1759808211.2674544,2025-10-07 11:36:51.267,57.03,0,45,14994,16376,0,0,53.37,19,44,13562,16376,0,0,64.76,0,44,14556,16376,0,0,56.85,1,40,13562,16376,0,0
1759808211.46267,2025-10-07 11:36:51.462,54.38,0,45,14994,16376,0,0,51.13,0,44,13562,16376,0,0,62.07,0,44,14556,16376,0,0,54.47,0,39,13562,16376,0,0
1759808211.6672614,2025-10-07 11:36:51.667,56.95,18,45,14994,16376,0,0,53.43,19,44,13562,16376,0,0,64.74,13,45,14556,16376,0,0,56.92,19,41,13562,16376,0,0
1759808211.865559,2025-10-07 11:36:51.865,54.35,0,45,14994,16376,0,0,51.14,0,44,13562,16376,0,0,62.04,0,44,14556,16376,0,0,54.46,0,39,13562,16376,0,0
1759808212.0729218,2025-10-07 11:36:52.072,56.91,18,45,14994,16376,0,0,53.44,17,44,13562,16376,0,0,64.7,19,45,14556,16376,0,0,56.87,19,40,13562,16376,0,0
1759808212.2805693,2025-10-07 11:36:52.280,54.32,0,45,14994,16376,0,0,51.14,0,44,13562,16376,0,0,62.04,0,44,14556,16376,0,0,55.54,0,39,13562,16376,0,0
1759808212.4928153,2025-10-07 11:36:52.492,55.77,17,46,14994,16376,0,0,53.39,17,44,13562,16376,0,0,64.63,19,45,14556,16376,0,0,54.46,0,41,13562,16376,0,0
1759808212.7002118,2025-10-07 11:36:52.700,56.98,0,45,14994,16376,0,0,51.12,0,44,13562,16376,0,0,64.25,0,44,14556,16376,0,0,56.88,0,39,13562,16376,0,0
1759808212.9008482,2025-10-07 11:36:52.900,54.35,0,47,14994,16376,0,0,51.54,12,44,13562,16376,0,0,62.03,0,46,14556,16376,0,0,54.42,0,39,13562,16376,0,0
1759808213.1094747,2025-10-07 11:36:53.109,54.28,0,45,14994,16376,0,0,53.43,0,44,13562,16376,0,0,64.69,0,44,14556,16376,0,0,56.83,0,39,13562,16376,0,0
1759808213.3357997,2025-10-07 11:36:53.335,56.85,20,45,14994,16376,0,0,51.17,0,45,13562,16376,0,0,62.01,0,44,14556,16376,0,0,54.4,8,39,13562,16376,0,0
1759808213.550788,2025-10-07 11:36:53.550,55.45,0,45,14994,16376,0,0,53.48,0,44,13562,16376,0,0,62.1,0,44,14556,16376,0,0,56.77,0,39,13562,16376,0,0
1759808213.762365,2025-10-07 11:36:53.762,54.28,0,47,14994,16376,0,0,53.5,0,44,13562,16376,0,0,62.03,0,44,14556,16376,0,0,54.3,0,39,13562,16376,0,0
1759808213.9845593,2025-10-07 11:36:53.984,56.94,0,45,14994,16376,0,0,53.09,0,44,13562,16376,0,0,64.71,0,44,14556,16376,0,0,56.71,0,39,13562,16376,0,0
1759808214.181517,2025-10-07 11:36:54.181,54.36,0,45,14994,16376,0,0,51.2,0,44,13562,16376,0,0,62.05,0,44,14556,16376,0,0,54.28,0,39,13562,16376,0,0
1759808214.3980923,2025-10-07 11:36:54.398,56.93,0,45,14994,16376,0,0,53.47,0,44,13562,16376,0,0,64.74,0,44,14556,16376,0,0,56.7,0,39,13562,16376,0,0
1759808214.596823,2025-10-07 11:36:54.596,54.34,0,45,14994,16376,0,0,51.2,0,44,13562,16376,0,0,62.08,0,44,14556,16376,0,0,54.25,0,39,13562,16376,0,0
