timestamp,datetime,gpu_0_power,gpu_0_utilization,gpu_0_temperature,gpu_0_memory_used,gpu_0_memory_total,gpu_0_graphics_clock,gpu_0_memory_clock,gpu_1_power,gpu_1_utilization,gpu_1_temperature,gpu_1_memory_used,gpu_1_memory_total,gpu_1_graphics_clock,gpu_1_memory_clock,gpu_2_power,gpu_2_utilization,gpu_2_temperature,gpu_2_memory_used,gpu_2_memory_total,gpu_2_graphics_clock,gpu_2_memory_clock,gpu_3_power,gpu_3_utilization,gpu_3_temperature,gpu_3_memory_used,gpu_3_memory_total,gpu_3_graphics_clock,gpu_3_memory_clock
1759808182.6779625,2025-10-07 11:36:22.677,54.38,0,44,14994,16376,0,0,50.97,0,43,13562,16376,0,0,61.98,0,43,14556,16376,0,0,54.3,0,39,13562,16376,0,0
1759808182.877539,2025-10-07 11:36:22.877,56.98,18,45,14994,16376,0,0,53.25,19,43,13562,16376,0,0,64.65,17,44,14556,16376,0,0,56.77,19,39,13562,16376,0,0
1759808183.0702822,2025-10-07 11:36:23.070,54.38,0,45,14994,16376,0,0,51.37,0,43,13562,16376,0,0,61.99,0,43,14556,16376,0,0,54.39,0,39,13562,16376,0,0
1759808183.2672584,2025-10-07 11:36:23.267,56.97,18,44,14994,16376,0,0,50.97,0,44,13562,16376,0,0,62.0,0,43,14556,16376,0,0,56.75,19,39,13562,16376,0,0
1759808183.4625738,2025-10-07 11:36:23.462,54.4,0,45,14994,16376,0,0,53.26,0,43,13562,16376,0,0,61.99,0,44,14556,16376,0,0,56.18,0,39,13562,16376,0,0
1759808183.666037,2025-10-07 11:36:23.666,54.64,11,45,14994,16376,0,0,50.99,0,43,13562,16376,0,0,63.39,13,43,14556,16376,0,0,54.35,0,39,13562,16376,0,0
1759808183.8811314,2025-10-07 11:36:23.881,56.92,0,45,14994,16376,0,0,50.99,0,43,13562,16376,0,0,64.65,0,44,14556,16376,0,0,56.74,0,39,13562,16376,0,0
1759808184.0880444,2025-10-07 11:36:24.088,54.38,0,45,14994,16376,0,0,50.97,5,43,13562,16376,0,0,61.98,0,43,14556,16376,0,0,54.26,0,39,13562,16376,0,0
1759808184.3087993,2025-10-07 11:36:24.308,57.04,0,45,14994,16376,0,0,53.25,0,43,13562,16376,0,0,64.63,0,44,14556,16376,0,0,56.64,0,39,13562,16376,0,0
1759808184.5103166,2025-10-07 11:36:24.510,54.47,0,45,14994,16376,0,0,50.92,0,43,13562,16376,0,0,61.96,0,43,14556,16376,0,0,54.18,0,39,13562,16376,0,0
1759808184.7193518,2025-10-07 11:36:24.719,57.05,3,45,14994,16376,0,0,53.22,0,43,13562,16376,0,0,64.63,0,44,14556,16376,0,0,56.58,19,39,13562,16376,0,0
1759808184.9169323,2025-10-07 11:36:24.916,54.51,0,45,14994,16376,0,0,50.92,0,43,13562,16376,0,0,61.96,0,43,14556,16376,0,0,54.19,0,39,13562,16376,0,0
1759808185.1232882,2025-10-07 11:36:25.123,57.06,0,45,14994,16376,0,0,53.19,5,43,13562,16376,0,0,64.63,19,44,14556,16376,0,0,56.61,19,39,13562,16376,0,0
1759808185.3289332,2025-10-07 11:36:25.328,54.38,0,45,14994,16376,0,0,50.93,0,43,13562,16376,0,0,61.98,0,43,14556,16376,0,0,54.21,0,39,13562,16376,0,0
